查詢公司名稱,公司名稱,統一編號,登記現況,資本總額(元),代表人姓名,公司所在地
茂德國際投資股份有限公司,茂德國際投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,66807809   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"18,000,000,000",張高祥,新北市新店區安興路115號14樓之6 地址所屬公司家數: 1  電子地圖
保誠人壽保險股份有限公司,保誠人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03358805   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"17,927,000,000",劉添 Lau Tim,臺北市信義區松智路1號8樓 地址所屬公司家數: 1  電子地圖
遠東資源開發股份有限公司,"遠東資源開發股份有限公司  Google搜尋  (出進口廠商英文名稱：FAR EASTERN RESOURCE DEVELOPMENT CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",80031413   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",徐旭東,臺北市大安區敦化南路二段207號34樓 地址所屬公司家數: 14  電子地圖
裕隆汽車製造股份有限公司,"裕隆汽車製造股份有限公司  Google搜尋  (出進口廠商英文名稱：YULON MOTOR CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",03489200   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",嚴陳莉蓮,苗栗縣三義鄉西湖村伯公坑39號之1 地址所屬公司家數: 2  電子地圖
長榮國際儲運股份有限公司,長榮國際儲運股份有限公司  Google搜尋  (出進口廠商英文名稱：EVERGREEN INTERNATIONAL STORAGE & TRANSPORT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,04406559   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"11,000,000,000",邱顯育,桃園市桃園區經國路899號 地址所屬公司家數: 4  電子地圖
台灣金聯資產管理股份有限公司,台灣金聯資產管理股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,70808864   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"25,000,000,000",宮文萍,臺北市中山區中吉里南京東路二段85、87號11、12樓 地址所屬公司家數: 1  電子地圖
中租汽車租賃股份有限公司,"中租汽車租賃股份有限公司  Google搜尋  (出進口廠商英文名稱：Chailease Auto Rental Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
101年03月30日 發文號1018156681變更名稱 （前名稱：仲運股份有限公司）",27998148   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",楊子汀,臺北市內湖區瑞光路362號5樓 地址所屬公司家數: 2  電子地圖
統一超商股份有限公司,統一超商股份有限公司  Google搜尋  (出進口廠商英文名稱：PRESIDENT CHAIN STORE CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22555003   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,500,000,000",羅智先,臺北市松山區東興路8號8樓 地址所屬公司家數: 12  電子地圖
日勝生活科技股份有限公司,"日勝生活科技股份有限公司  Google搜尋  (出進口廠商英文名稱：RADIUM LIFE TECH CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",12373243   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"13,000,000,000",林榮顯,臺北市大同區市民大道一段209號14樓 地址所屬公司家數: 5  電子地圖
德州儀器工業股份有限公司,德州儀器工業股份有限公司  Google搜尋  (出進口廠商英文名稱：TEXAS INSTRUMENTS TAIWAN LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,33405832   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"21,085,375,200",李原榮,新北市中和區興南路一段142號 地址所屬公司家數: 1  電子地圖
大成國際鋼鐵股份有限公司,大成國際鋼鐵股份有限公司  Google搜尋  (出進口廠商英文名稱：BRIGHTON-BEST INTERNATIONAL (TAIWAN) INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28754606   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",謝麗雲,臺南市仁德區義林路122號B棟 地址所屬公司家數: 1  電子地圖
長拓股份有限公司,"長拓股份有限公司  Google搜尋  (出進口廠商英文名稱：CHANG TUO CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",27564558   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,,廖龍星,臺北市中山區松江路301號8樓之1 地址所屬公司家數: 5  電子地圖
和桐化學股份有限公司,和桐化學股份有限公司  Google搜尋  (出進口廠商英文名稱：HO TUNG CHEMICAL CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12526607   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"11,000,000,000",張立秋,高雄市仁武區竹後里竹工二巷1號 地址所屬公司家數: 1  電子地圖
深耕開發股份有限公司,"深耕開發股份有限公司  Google搜尋  (出進口廠商英文名稱：ASTRAL EPOCH INTERNATIONAL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
107年03月08日 發文號10701021710變更名稱 （前名稱：漢承泰企業股份有限公司）",84611899   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,500,000,000",陳怡樺,臺北市中正區忠孝東路一段152號2樓 地址所屬公司家數: 3  電子地圖
泛喬股份有限公司,泛喬股份有限公司  Google搜尋  (出進口廠商英文名稱：ELITER INTERNATIONAL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16694999   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,034,401,460",黃景聰,高雄市大樹區學城路1段9號3樓 地址所屬公司家數: 14  電子地圖
台北大眾捷運股份有限公司,台北大眾捷運股份有限公司  Google搜尋  (出進口廠商英文名稱：Taipei Rapid Transit Corporation) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,84894989   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",趙紹廉,臺北市中山區民安里15鄰中山北路二段48巷7號1、2、4、5、6、7樓 地址所屬公司家數: 1  電子地圖
將來商業銀行股份有限公司,將來商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,83504978   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",郭水義,臺北市大安區敦化南路二段95號6、7、8、9樓 地址所屬公司家數: 1  電子地圖
統正開發股份有限公司,統正開發股份有限公司  Google搜尋  (出進口廠商英文名稱：PRESIDENT FAIR DEVELOPMENT CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,96978370   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"13,862,500,000",高秀玲,高雄市前鎮區中華五路789號 地址所屬公司家數: 4  電子地圖
中央存款保險股份有限公司,中央存款保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,01456219   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",黃天牧,臺北市中正區龍福里南海路3號11樓 地址所屬公司家數: 1  電子地圖
樂天國際商業銀行股份有限公司,樂天國際商業銀行股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,83794245   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王東和,臺北市中山區松江路433號11樓 地址所屬公司家數: 1  電子地圖
力麗企業股份有限公司,"力麗企業股份有限公司  Google搜尋  (出進口廠商英文名稱：LEALEA ENTERPRISE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",07663290   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",郭紹儀,臺北市中山區松江路162號11樓 地址所屬公司家數: 21  電子地圖
櫻花建設股份有限公司,櫻花建設股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22491640   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",陳世英,臺中市西區民龍里臺灣大道二段239號4樓 地址所屬公司家數: 2  電子地圖
潤隆建設股份有限公司,"潤隆建設股份有限公司  Google搜尋  (出進口廠商英文名稱：RUN LONG CONSTRUCTION CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
100年06月20日 發文號10001126570變更名稱 （前名稱：國賓大地環保事業股份有限公司）",34149369   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",邱秉澤,臺北市中山區樂群二路267號8樓 地址所屬公司家數: 14  電子地圖
豐泰企業股份有限公司,"豐泰企業股份有限公司  Google搜尋  (出進口廠商英文名稱：FENG TAY ENTERPRISES CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",63400932   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",王建弘,雲林縣斗六市科工八路52號 地址所屬公司家數: 1  電子地圖
哥本哈根基礎設施渢妙股份有限公司,哥本哈根基礎設施渢妙股份有限公司  Google搜尋  (出進口廠商英文名稱：CI Fengmiao Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,91103906   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,851,959,370",Thomas Wibe Poulsen,臺北市信義區忠孝東路五段68號26樓 地址所屬公司家數: 15  電子地圖
國際中橡投資控股股份有限公司,"國際中橡投資控股股份有限公司  Google搜尋  (出進口廠商英文名稱：International CSRC Investment Holdings Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
107年10月15日 發文號10701127520變更名稱 （前名稱：中國合成橡膠股份有限公司）",04382114   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",辜公怡,臺北市中山區中山北路二段113號8樓 地址所屬公司家數: 5  電子地圖
台灣肥料股份有限公司,"台灣肥料股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN FERTILIZER CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",03795101   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,800,000,000",李孫榮,臺北市南港區經貿一路170號17樓 地址所屬公司家數: 2  電子地圖
華瑋投資股份有限公司,華瑋投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16441411   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,792,546,000",童子賢,臺北市北投區光明路167號7樓之2 地址所屬公司家數: 9  電子地圖
欣光華股份有限公司,欣光華股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28991447   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,725,000,000",陳樹,臺北市中山區八德路二段232號5樓 地址所屬公司家數: 4  電子地圖
台灣土地開發股份有限公司,台灣土地開發股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIWAN LAND DEVELOPMENT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03701104   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,900,000,000",邱于芸,臺北市士林區至善路2段11號1樓 地址所屬公司家數: 3  電子地圖
建大工業股份有限公司,"建大工業股份有限公司  Google搜尋  (出進口廠商英文名稱：KENDA RUBBER IND. CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",59619900   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"11,000,000,000",楊啓仁,彰化縣員林市中山路一段146號 地址所屬公司家數: 1  電子地圖
聖世股份有限公司,聖世股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,83404181   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,533,668,650",曾瓊慧,臺北市中山區松江路192號5樓 地址所屬公司家數: 8  電子地圖
華旭投資股份有限公司,華旭投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16441480   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,512,783,000",童子賢,臺北市北投區光明路167號7樓之2 地址所屬公司家數: 9  電子地圖
環球能源股份有限公司,環球能源股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,90543862   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",Manatchai Kongrakkawin,臺北市松山區敦化北路122號7樓 地址所屬公司家數: 10  電子地圖
漢翔航空工業股份有限公司,漢翔航空工業股份有限公司  Google搜尋  (出進口廠商英文名稱：AIDC/AEROSPACE INDUSTRIAL DEVELOPMENT CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,97160544   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",胡開宏,臺中市西屯區西平里24鄰漢翔路1號 地址所屬公司家數: 1  電子地圖
華毓投資股份有限公司,華毓投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16434734   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,328,447,000",童子賢,臺北市北投區光明路167號7樓之2 地址所屬公司家數: 9  電子地圖
台灣恩智浦半導體股份有限公司,台灣恩智浦半導體股份有限公司  Google搜尋  (出進口廠商英文名稱：NXP SEMICONDUCTORS TAIWAN LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,89002500   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,220,000,000",林群翔,高雄市楠梓區經五路10號 地址所屬公司家數: 1  電子地圖
聯聚國際投資股份有限公司,聯聚國際投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,97168102   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,183,246,560",吳亦圭,臺北市內湖區基湖路37號12樓 地址所屬公司家數: 16  電子地圖
佳格食品股份有限公司,佳格食品股份有限公司  Google搜尋  (出進口廠商英文名稱：STANDARD FOODS CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,22102473   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,200,000,000",曹德風,臺北市內湖區瑞光路610號10樓 地址所屬公司家數: 2  電子地圖
力鵬企業股份有限公司,"力鵬企業股份有限公司  Google搜尋  (出進口廠商英文名稱：LI PENG ENTERPRISE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",33955322   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",郭紹儀,臺北市中山區松江路162號6樓 地址所屬公司家數: 3  電子地圖
甲山林建設股份有限公司,"甲山林建設股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
098年05月27日 發文號0988495900變更名稱 （前名稱：創美建設股份有限公司）",24300338   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,000,000,000",張瀛珠,臺北市中山區朱馥里興安街60號 地址所屬公司家數: 1  電子地圖
台灣連線金融科技股份有限公司,台灣連線金融科技股份有限公司  Google搜尋  (出進口廠商英文名稱：LINE Financial Taiwan Limited) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,50869130   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"11,702,500,000",陳立人,臺北市內湖區瑞光路333號7樓 地址所屬公司家數: 3  電子地圖
大成長城企業股份有限公司,"大成長城企業股份有限公司  Google搜尋  (出進口廠商英文名稱：GREAT WALL ENTERPRISE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",73008303   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,900,000,000",韓家宇,臺南市永康區蔦松里蔦松二街3號 地址所屬公司家數: 2  電子地圖
東聯化學股份有限公司,東聯化學股份有限公司  Google搜尋  (出進口廠商英文名稱：ORIENTAL UNION CHEMICAL CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,14057995   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",徐旭東,臺北市松山區復興北路101號13樓 地址所屬公司家數: 2  電子地圖
焱元投資股份有限公司,焱元投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,24802992   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",關鈞,臺北市大安區敦化南路二段77號15樓 地址所屬公司家數: 4  電子地圖
研華股份有限公司,"研華股份有限公司  Google搜尋  (出進口廠商英文名稱：ADVANTECH CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",05155853   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",劉克振,臺北市內湖區瑞光路26巷20弄1號 地址所屬公司家數: 7  電子地圖
康舒科技股份有限公司,康舒科技股份有限公司  Google搜尋  (出進口廠商英文名稱：ACBEL POLYTECH INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,12341051   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",許介立,臺北市松山區南京東路五段99號11樓 地址所屬公司家數: 1  電子地圖
運鴻投資股份有限公司,運鴻投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,27227466   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"9,000,000,000",鄭際昭,高雄市前鎮區成功二路88號26樓 地址所屬公司家數: 15  電子地圖
李長榮化學工業股份有限公司,李長榮化學工業股份有限公司  Google搜尋  (出進口廠商英文名稱：LCY CHEMICAL CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,39054405   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",洪再興,高雄市小港區中林路3號 地址所屬公司家數: 1  電子地圖
鑽石生技投資股份有限公司,鑽石生技投資股份有限公司  Google搜尋  (出進口廠商英文名稱：DIAMOND BIOFUND INC.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,53663724   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",楊泮池,臺北市中正區忠孝西路一段66號35樓 地址所屬公司家數: 6  電子地圖
裕民航運股份有限公司,裕民航運股份有限公司  Google搜尋  (出進口廠商英文名稱：U-MING MARINE TRANSPORT CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,47067419   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,800,000,000",徐旭東,臺北市大安區敦化南路二段207號2樓 地址所屬公司家數: 1  電子地圖
微星科技股份有限公司,"微星科技股份有限公司  Google搜尋  (出進口廠商英文名稱：MICRO-STAR INTERNATIONAL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",22178368   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",徐　祥,新北市中和區立德街69號 地址所屬公司家數: 1  電子地圖
中鋼鋁業股份有限公司,中鋼鋁業股份有限公司  Google搜尋  (出進口廠商英文名稱：C.S. ALUMINIUM CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,96971313   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",董寰乾,高雄市小港區東林路17號 地址所屬公司家數: 1  電子地圖
大華建設股份有限公司,大華建設股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11059409   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",鄭斯聰,臺北市內湖區成功路5段460號16樓 地址所屬公司家數: 3  電子地圖
德勤投資股份有限公司,德勤投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,23116897   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",吳玲綾,臺北市大安區敦化南路二段207號31樓 地址所屬公司家數: 6  電子地圖
南港輪胎股份有限公司,"南港輪胎股份有限公司  Google搜尋  (出進口廠商英文名稱：NANKANG RUBBER TIRE CORP., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",11520909   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",郭林諒,臺北市大安區仁愛路三段136號6樓608室 地址所屬公司家數: 3  電子地圖
宏達國際電子股份有限公司,宏達國際電子股份有限公司  Google搜尋  (出進口廠商英文名稱：HTC CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16003518   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王雪紅,桃園市桃園區興華路23號 地址所屬公司家數: 1  電子地圖
安聯人壽保險股份有限公司,"安聯人壽保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
096年05月17日 發文號09601109010變更名稱 （前名稱：統一安聯人壽保險股份有限公司）",89283591   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"28,867,000,000",陶奕馥 Sabine Teufel,臺北市信義區信義路五段100號5樓 地址所屬公司家數: 1  電子地圖
朝隆投資股份有限公司,"朝隆投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
104年07月06日 發文號1048571910變更名稱 （前名稱：甲千岳建設股份有限公司）",24482029   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,280,457,340",陳彥玲,臺北市士林區福林路203號 地址所屬公司家數: 8  電子地圖
太平洋崇光百貨股份有限公司,"太平洋崇光百貨股份有限公司  Google搜尋  (出進口廠商英文名稱：PACIFIC SOGO DEPARTMENT STORES CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",21257316   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",黃晴雯,臺北市大安區忠孝東路4段45號地下1樓至地下3樓、1樓至13樓 地址所屬公司家數: 1  電子地圖
伊頓飛瑞慕品股份有限公司,"伊頓飛瑞慕品股份有限公司  Google搜尋  (出進口廠商英文名稱：EATON PHOENIXTEC MMPL CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
097年12月24日 發文號09701320760變更名稱 （前名稱：慕品工業股份有限公司）",73735839   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,276,393,005",嚴慶和(YAM Keng Hoe),臺南市關廟區埤頭里保東路269之1號 地址所屬公司家數: 1  電子地圖
台橡股份有限公司,台橡股份有限公司  Google搜尋  (出進口廠商英文名稱：TSRC CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,03553737   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",殷　琪,高雄市大社區興工路2號 地址所屬公司家數: 1  電子地圖
益航股份有限公司,"益航股份有限公司  Google搜尋  (出進口廠商英文名稱：FIRST STEAMSHIP COMPANY, LIMITED) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",03353007   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",郭人豪,臺北市大安區復興南路2段237號14樓 地址所屬公司家數: 4  電子地圖
欣陸投資控股股份有限公司,欣陸投資控股股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28993629   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",殷琪,臺北市大安區敦化南路二段95號23樓 地址所屬公司家數: 2  電子地圖
樺成國際投資股份有限公司,"樺成國際投資股份有限公司  Google搜尋  (出進口廠商英文名稱：ENNOCONN INTERNATIONAL INVESTMENT CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",54719248   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,206,350,000",朱復銓,新北市中和區建康路10號6樓 地址所屬公司家數: 2  電子地圖
台元紡織股份有限公司,"台元紡織股份有限公司  Google搜尋  (出進口廠商英文名稱：TAI YUEN TEXTILE CO., LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",03516001   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,185,320,000",嚴陳莉蓮,臺北市大安區敦化南路二段2號8樓 地址所屬公司家數: 2  電子地圖
奇力新電子股份有限公司,奇力新電子股份有限公司  Google搜尋  (出進口廠商英文名稱：CHILISIN ELECTRONICS CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,47006693   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",王淡如,桃園市平鎮區南豐路270號 地址所屬公司家數: 3  電子地圖
信宇投資股份有限公司,信宇投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,86687839   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"15,000,000,000",趙文嘉,臺北市信義區基隆路一段200號23樓 地址所屬公司家數: 8  電子地圖
中鼎工程股份有限公司,中鼎工程股份有限公司  Google搜尋  (出進口廠商英文名稱：CTCI CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,20817282   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"12,000,000,000",楊宗興,臺北市士林區中山北路六段89號 地址所屬公司家數: 13  電子地圖
中合電業股份有限公司,"中合電業股份有限公司  Google搜尋  (出進口廠商英文名稱：Chung Ho Energy Integration Co., Ltd.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」",83715208   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"8,072,124,000",陳鳳龍,臺北市內湖區瑞光路362號8樓 地址所屬公司家數: 61  電子地圖
精金科技股份有限公司,"精金科技股份有限公司  Google搜尋  (出進口廠商英文名稱：HannsTouch Holdings Company) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」
112年06月12日 發文號1120015906變更名稱 （前名稱：和鑫光電股份有限公司）",70750217   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"20,000,000,000",馬維欣,南部科學園區臺南市善化區北園一路7號 地址所屬公司家數: 1  電子地圖
太平洋流通投資股份有限公司,太平洋流通投資股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,70377128   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",徐旭東,臺北市大安區仁愛路4段64號7樓 地址所屬公司家數: 4  電子地圖
中央再保險股份有限公司,中央再保險股份有限公司  Google搜尋  「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11081991   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",戴錦銓,臺北市中山區南京東路二段53號11、12樓 地址所屬公司家數: 1  電子地圖
